code_muni,name_muni,abbrev_state,n_anos,distribuicao,idf_k,idf_a,idf_b,idf_c,idf_r2,intensidade_tr100_24h_mm_h,chuva_max_media_mm,pct_anos_vizinhanca
2917300,Ituberá,BA,65,GEV,628.11,0.2048,11.827,0.758,0.9992,6.28,58.3,0.0
2922607,Nilo Peçanha,BA,65,Gumbel,666.6,0.1617,11.827,0.758,0.999,5.45,57.4,0.0
2925758,Presidente Tancredo Neves,BA,65,GEV,576.85,0.1647,11.827,0.758,0.999,4.78,49.9,0.0
2931202,Taperoá,BA,65,GEV,642.98,0.1934,11.827,0.758,0.999,6.09,57.6,0.0
2932903,Valença,BA,65,Gumbel,685.62,0.1643,11.827,0.758,0.999,5.67,59.0,0.0
2903904,Bom Jesus da Lapa,BA,65,Normal,664.71,0.0895,11.827,0.758,0.9991,3.91,51.8,0.0
2923704,Paratinga,BA,65,Gumbel,533.75,0.1459,11.827,0.758,0.9992,4.07,46.2,0.0
2930154,Serra do Ramalho,BA,65,GEV,619.96,0.14,11.827,0.758,0.999,4.59,51.7,0.0
2930758,Sítio do Mato,BA,65,Weibull,637.9,0.0908,11.827,0.758,0.9991,3.77,50.2,0.0
2907103,Carinhanha,BA,65,Gumbel,544.39,0.1555,11.827,0.758,0.9991,4.33,46.8,0.0
2910776,Feira da Mata,BA,65,Gumbel,677.37,0.1663,11.827,0.758,0.999,5.66,58.4,0.0
2915353,Itaguaçu da Bahia,BA,65,Log-Normal,522.74,0.1758,11.827,0.758,0.999,4.56,45.4,0.0
2905909,Campo Alegre de Lourdes,BA,65,Weibull,544.7,0.1596,11.827,0.758,0.9986,4.39,45.0,0.0
2907202,Casa Nova,BA,65,GEV,473.1,0.1358,11.827,0.758,0.9988,3.43,38.4,0.0
2909901,Curaçá,BA,65,GEV,457.94,0.1639,11.827,0.758,0.9987,3.77,37.9,0.0
2918407,Juazeiro,BA,65,Gumbel,568.74,0.1715,11.827,0.758,0.9989,4.86,48.3,0.0
2924405,Pilão Arcado,BA,65,Gumbel,480.64,0.1653,11.827,0.758,0.999,4.0,41.4,0.0
2926004,Remanso,BA,65,Normal,616.89,0.1111,11.827,0.758,0.9988,3.99,46.4,0.0
2930204,Sento Sé,BA,65,Weibull,501.02,0.1132,11.827,0.758,0.9988,3.27,38.8,0.0
2930774,Sobradinho,BA,65,Weibull,559.61,0.1372,11.827,0.758,0.9986,4.07,44.0,0.0
2900207,Abaré,BA,65,Gumbel,545.81,0.1852,11.827,0.758,0.9987,4.95,46.3,0.0
2907707,Chorrochó,BA,65,Log-Normal,488.33,0.1841,11.827,0.758,0.9987,4.41,41.4,0.0
2911402,Glória,BA,65,Weibull,523.48,0.1568,11.827,0.758,0.9984,4.15,41.5,0.0
2919900,Macururé,BA,65,Gumbel,464.54,0.1879,11.827,0.758,0.9987,4.27,39.3,0.0
2924009,Paulo Afonso,BA,65,Gama,489.93,0.1807,11.827,0.758,0.9985,4.34,40.7,0.0
2927101,Rodelas,BA,65,Gama,498.76,0.1672,11.827,0.758,0.9986,4.16,41.0,0.0
2902708,Barra,BA,65,Weibull,565.89,0.1158,11.827,0.758,0.9989,3.74,45.0,0.0
2904753,Buritirama,BA,65,Weibull,554.32,0.1015,11.827,0.758,0.999,3.44,44.3,0.0
2913200,Ibotirama,BA,65,GEV,518.17,0.2034,11.827,0.758,0.9992,5.16,48.4,0.0
2921609,Morpará,BA,65,Gama,558.69,0.1793,11.827,0.758,0.9987,4.93,48.3,0.0
2922250,Muquém do São Francisco,BA,65,GEV,523.92,0.1452,11.827,0.758,0.999,3.97,44.3,0.0
2933604,Xique-Xique,BA,65,Gama,519.26,0.1525,11.827,0.758,0.9989,4.06,44.0,0.0
2301802,Baixio,CE,65,Weibull,724.22,0.0841,11.827,0.758,0.9991,4.16,56.5,0.0
2305407,Icó,CE,65,GEV,622.71,0.1372,11.827,0.758,0.999,4.55,51.8,0.0
2305704,Ipaumirim,CE,65,Weibull,722.94,0.1594,11.827,0.758,0.9987,5.82,61.6,0.0
2309508,Orós,CE,65,Log-Normal,621.44,0.1389,11.827,0.758,0.999,4.58,51.9,0.0
2313708,Umari,CE,65,Weibull,699.75,0.115,11.827,0.758,0.999,4.62,56.9,0.0
2303303,Cariús,CE,65,Gumbel,760.17,0.1679,11.827,0.758,0.999,6.39,65.8,0.0
2303808,Cedro,CE,65,Gumbel,744.49,0.1589,11.827,0.758,0.999,6.02,64.4,0.0
2305506,Iguatu,CE,65,Gama,931.46,0.1241,11.827,0.758,0.999,6.41,75.3,0.0
2307403,Jucás,CE,65,Log-Normal,663.55,0.1915,11.827,0.758,0.9991,6.23,60.2,0.0
2311355,Quixelô,CE,65,GEV,598.68,0.1525,11.827,0.758,0.9991,4.7,51.6,0.0
2300804,Antonina do Norte,CE,65,Weibull,649.98,0.0979,11.827,0.758,0.999,3.96,49.9,0.0
2307502,Lavras da Mangabeira,CE,65,Gama,725.63,0.1606,11.827,0.758,0.9989,5.9,62.9,0.0
2313252,Tarrafas,CE,65,Normal,670.11,0.0939,11.827,0.758,0.9991,4.02,51.9,0.0
2314003,Várzea Alegre,CE,65,Log-Normal,724.66,0.1746,11.827,0.758,0.9991,6.3,64.7,0.0
2301109,Aracati,CE,65,Normal,746.72,0.1021,11.827,0.758,0.999,4.64,57.1,0.0
2304459,Fortim,CE,65,Gama,799.02,0.1215,11.827,0.758,0.9989,5.43,63.2,0.0
2305357,Icapuí,CE,65,Gumbel,627.88,0.1817,11.827,0.758,0.9988,5.61,53.6,100.0
2306207,Itaiçaba,CE,65,Weibull,750.1,0.1366,11.827,0.758,0.9986,5.44,58.4,0.0
2307007,Jaguaruana,CE,65,Log-Normal,565.21,0.1767,11.827,0.758,0.9989,4.95,48.8,0.0
2305332,Ibicuitinga,CE,65,GEV,558.98,0.1573,11.827,0.758,0.9989,4.47,46.9,0.0
2300705,Alto Santo,CE,65,GEV,589.92,0.1329,11.827,0.758,0.999,4.22,48.7,0.0
2304277,Ereré,CE,65,Gumbel,636.52,0.1694,11.827,0.758,0.9989,5.39,54.7,0.0
2306009,Iracema,CE,65,GEV,640.01,0.1211,11.827,0.758,0.9988,4.33,50.5,0.0
2306702,Jaguaretama,CE,65,Weibull,661.35,0.1115,11.827,0.758,0.9989,4.29,51.4,0.0
2306801,Jaguaribara,CE,65,Weibull,593.01,0.157,11.827,0.758,0.9987,4.73,50.7,0.0
2306900,Jaguaribe,CE,65,Weibull,623.69,0.1744,11.827,0.758,0.9986,5.38,54.0,0.0
2307601,Limoeiro do Norte,CE,65,GEV,586.37,0.1546,11.827,0.758,0.999,4.64,49.8,0.0
2308708,Morada Nova,CE,65,GEV,502.08,0.2093,11.827,0.758,0.9993,5.14,47.3,0.0
2310001,Palhano,CE,65,Gumbel,622.54,0.174,11.827,0.758,0.9989,5.38,53.5,0.0
2310803,Pereiro,CE,65,Weibull,683.88,0.1302,11.827,0.758,0.9988,4.83,55.1,0.0
2311231,Potiretama,CE,65,Gama,612.37,0.1463,11.827,0.758,0.9988,4.65,49.8,0.0
2311504,Quixeré,CE,65,GEV,584.89,0.1295,11.827,0.758,0.9989,4.12,47.3,0.0
2311801,Russas,CE,65,Normal,601.7,0.0984,11.827,0.758,0.999,3.68,46.3,0.0
2312502,São João do Jaguaribe,CE,65,Weibull,667.82,0.123,11.827,0.758,0.9988,4.56,53.5,0.0
2313104,Tabuleiro do Norte,CE,65,Log-Normal,563.16,0.1704,11.827,0.758,0.999,4.8,49.1,0.0
2301000,Aquiraz,CE,65,Log-Normal,794.45,0.1647,11.827,0.758,0.9988,6.57,66.2,0.0
2303709,Caucaia,CE,65,Gama,786.78,0.1553,11.827,0.758,0.9988,6.23,66.3,0.0
2304285,Eusébio,CE,65,Normal,947.81,0.1076,11.827,0.758,0.9989,6.04,71.8,0.0
2304400,Fortaleza,CE,65,Log-Normal,988.51,0.1394,11.827,0.758,0.999,7.3,82.6,0.0
2304954,Guaiúba,CE,65,Weibull,685.02,0.137,11.827,0.758,0.9987,4.98,55.4,0.0
2305233,Horizonte,CE,65,Gama,688.18,0.157,11.827,0.758,0.9988,5.49,57.0,0.0
2306256,Itaitinga,CE,65,Gumbel,689.33,0.1602,11.827,0.758,0.999,5.6,59.4,0.0
2307650,Maracanaú,CE,65,GEV,770.44,0.1475,11.827,0.758,0.9989,5.9,64.5,0.0
2307700,Maranguape,CE,65,Weibull,667.51,0.1303,11.827,0.758,0.9988,4.72,54.6,0.0
2309607,Pacajus,CE,65,Gama,688.18,0.157,11.827,0.758,0.9988,5.49,57.0,0.0
2309706,Pacatuba,CE,65,GEV,770.44,0.1475,11.827,0.758,0.9989,5.9,64.5,0.0
2300200,Acaraú,CE,65,GEV,646.42,0.2237,11.827,0.758,0.9991,7.04,60.2,0.0
2302305,Bela Cruz,CE,65,GEV,656.06,0.2203,11.827,0.758,0.9991,7.04,61.6,0.0
2304251,Cruz,CE,65,Gumbel,741.58,0.1778,11.827,0.758,0.9988,6.52,63.2,0.0
2306553,Itarema,CE,65,Weibull,767.56,0.142,11.827,0.758,0.9986,5.7,60.5,0.0
2307254,Jijoca de Jericoacoara,CE,65,Weibull,707.15,0.1568,11.827,0.758,0.9985,5.62,56.9,0.0
2307809,Marco,CE,65,Gumbel,562.15,0.1759,11.827,0.758,0.9989,4.9,48.5,0.0
2302057,Barroquinha,CE,65,Gumbel,709.31,0.18,11.827,0.758,0.9988,6.29,60.4,0.0
2302602,Camocim,CE,65,Weibull,729.21,0.1673,11.827,0.758,0.9984,6.07,59.7,0.0
2303907,Chaval,CE,65,Gama,679.67,0.1826,11.827,0.758,0.9985,6.08,57.2,0.0
2304707,Granja,CE,65,Gumbel,660.66,0.1676,11.827,0.758,0.999,5.55,56.8,0.0
2311009,Poranga,CE,65,Log-Normal,508.58,0.196,11.827,0.758,0.999,4.87,46.1,0.0
2306108,Irauçuba,CE,65,Gama,455.7,0.1727,11.827,0.758,0.9986,3.9,37.8,0.0
2308377,Miraíma,CE,65,Gama,485.95,0.1927,11.827,0.758,0.9983,4.54,40.6,0.0
2300507,Alcântaras,CE,65,GEV,506.28,0.2424,11.827,0.758,0.9989,5.99,47.2,0.0
2303105,Cariré,CE,65,GEV,539.45,0.2248,11.827,0.758,0.999,5.89,49.8,0.0
2303659,Catunda,CE,65,GEV,577.93,0.1863,11.827,0.758,0.9989,5.29,50.7,0.0
2304004,Coreaú,CE,65,Log-Normal,541.89,0.1304,11.827,0.758,0.9991,3.84,44.9,0.0
2304350,Forquilha,CE,65,Gumbel,519.48,0.1799,11.827,0.758,0.9988,4.6,44.8,0.0
2304509,Frecheirinha,CE,65,Weibull,631.48,0.1347,11.827,0.758,0.999,4.56,53.1,0.0
2304657,Graça,CE,65,Weibull,706.09,0.1576,11.827,0.758,0.9988,5.65,60.2,0.0
2304905,Groaíras,CE,65,GEV,495.46,0.2179,11.827,0.758,0.9991,5.25,45.9,0.0
2305209,Hidrolândia,CE,65,Gumbel,555.11,0.1545,11.827,0.758,0.9991,4.4,48.2,0.0
2307908,Martinópole,CE,65,Gama,651.13,0.1973,11.827,0.758,0.9986,6.24,58.3,0.0
2308005,Massapê,CE,65,Gumbel,580.48,0.1772,11.827,0.758,0.9988,5.09,49.8,0.0
2308203,Meruoca,CE,65,GEV,504.99,0.2467,11.827,0.758,0.9993,6.14,49.8,0.0
2308807,Moraújo,CE,65,Weibull,630.93,0.1415,11.827,0.758,0.9988,4.69,51.0,0.0
2308906,Morrinhos,CE,65,GEV,463.18,0.2283,11.827,0.758,0.999,5.15,43.2,0.0
2309003,Mucambo,CE,65,GEV,622.9,0.2105,11.827,0.758,0.9993,6.41,59.1,0.0
2309904,Pacujá,CE,65,Gumbel,669.34,0.1673,11.827,0.758,0.999,5.61,57.7,0.0
2311702,Reriutaba,CE,65,Log-Normal,698.97,0.141,11.827,0.758,0.999,5.2,57.4,0.0
2312007,Santana do Acaraú,CE,65,GEV,439.26,0.2742,11.827,0.758,0.9993,6.06,44.8,0.0
2312205,Santa Quitéria,CE,65,GEV,490.09,0.2122,11.827,0.758,0.9991,5.07,45.3,0.0
2312809,Senador Sá,CE,65,Gama,659.85,0.1698,11.827,0.758,0.9986,5.57,55.0,0.0
2312908,Sobral,CE,65,Gumbel,519.48,0.1799,11.827,0.758,0.9988,4.6,44.8,0.0
2313906,Uruoca,CE,65,Gama,706.82,0.1488,11.827,0.758,0.9988,5.43,58.2,0.0
2313955,Varjota,CE,65,GEV,547.67,0.1982,11.827,0.758,0.9991,5.31,49.8,0.0
2303402,Carnaubal,CE,65,Weibull,528.76,0.1893,11.827,0.758,0.9986,4.88,47.0,0.0
2304236,Croatá,CE,65,Log-Normal,589.42,0.1376,11.827,0.758,0.9988,4.31,46.9,0.0
2305001,Guaraciaba do Norte,CE,65,GEV,554.71,0.2024,11.827,0.758,0.9991,5.48,50.8,0.0
2305308,Ibiapina,CE,65,Weibull,613.8,0.1937,11.827,0.758,0.9986,5.78,55.1,0.0
2305803,Ipu,CE,65,Gumbel,664.76,0.1672,11.827,0.758,0.999,5.57,56.9,0.0
2305902,Ipueiras,CE,65,Gumbel,569.8,0.1736,11.827,0.758,0.9989,4.91,48.8,0.0
2310951,Pires Ferreira,CE,65,Weibull,603.81,0.161,11.827,0.758,0.9986,4.9,50.2,0.0
2312304,São Benedito,CE,65,GEV,579.09,0.2083,11.827,0.758,0.9991,5.88,53.3,0.0
2313401,Tianguá,CE,65,Gama,661.4,0.146,11.827,0.758,0.9989,5.03,55.0,0.0
2313609,Ubajara,CE,65,Weibull,613.8,0.1937,11.827,0.758,0.9986,5.78,55.1,0.0
2314102,Viçosa do Ceará,CE,65,Weibull,583.08,0.1765,11.827,0.758,0.9987,5.08,50.9,0.0
2302800,Canindé,CE,65,GEV,475.07,0.1834,11.827,0.758,0.9987,4.27,40.2,0.0
2303006,Caridade,CE,65,Gumbel,573.61,0.1569,11.827,0.758,0.9991,4.59,49.8,0.0
2306603,Itatira,CE,65,Gumbel,447.18,0.1651,11.827,0.758,0.999,3.71,38.7,0.0
2310407,Paramoti,CE,65,Normal,542.49,0.1074,11.827,0.758,0.9989,3.45,41.1,0.0
2302206,Beberibe,CE,65,Log-Normal,762.54,0.1427,11.827,0.758,0.9988,5.7,61.2,0.0
2303501,Cascavel,CE,65,GEV,790.16,0.1641,11.827,0.758,0.9987,6.51,65.4,0.0
2303956,Chorozinho,CE,65,Weibull,714.96,0.1275,11.827,0.758,0.9987,4.98,56.2,0.0
2310100,Palmácia,CE,65,Gama,708.83,0.1272,11.827,0.758,0.999,4.95,57.5,0.0
2310209,Paracuru,CE,65,Log-Normal,644.7,0.2362,11.827,0.758,0.999,7.42,61.6,0.0
2310258,Paraipaba,CE,65,Gumbel,679.89,0.17,11.827,0.758,0.9989,5.77,58.8,0.0
2310852,Pindoretama,CE,65,GEV,790.16,0.1641,11.827,0.758,0.9987,6.51,65.4,0.0
2312403,São Gonçalo do Amarante,CE,65,Log-Normal,656.57,0.2197,11.827,0.758,0.9986,6.97,58.3,0.0
2312601,São Luís do Curu,CE,65,Log-Normal,573.67,0.2186,11.827,0.758,0.9987,6.07,51.2,0.0
2300903,Apuiarés,CE,65,Log-Normal,520.09,0.1729,11.827,0.758,0.9989,4.47,44.5,0.0
2304608,General Sampaio,CE,65,GEV,501.42,0.1608,11.827,0.758,0.999,4.08,43.0,0.0
2306306,Itapajé,CE,65,Gumbel,523.78,0.168,11.827,0.758,0.9989,4.41,44.9,0.0
2310704,Pentecoste,CE,65,Log-Normal,532.34,0.1608,11.827,0.758,0.9989,4.33,44.4,0.0
2313351,Tejuçuoca,CE,65,GEV,490.42,0.1852,11.827,0.758,0.9988,4.46,42.3,0.0
2300754,Amontada,CE,65,Weibull,603.18,0.1493,11.827,0.758,0.9986,4.63,49.1,0.0
2306405,Itapipoca,CE,65,Weibull,652.49,0.1584,11.827,0.758,0.9986,5.23,54.6,0.0
2313500,Trairi,CE,65,GEV,580.64,0.2293,11.827,0.758,0.9994,6.53,57.2,0.0
2313559,Tururu,CE,65,Weibull,610.17,0.1821,11.827,0.758,0.9983,5.43,51.3,0.0
2313757,Umirim,CE,65,Log-Normal,551.88,0.199,11.827,0.758,0.9987,5.34,48.0,0.0
2313807,Uruburetama,CE,65,Normal,613.19,0.1022,11.827,0.758,0.999,3.81,46.9,0.0
2300150,Acarape,CE,65,Weibull,685.02,0.137,11.827,0.758,0.9987,4.98,55.4,0.0
2301208,Aracoiaba,CE,65,Weibull,629.61,0.1305,11.827,0.758,0.9987,4.44,49.4,0.0
2301406,Aratuba,CE,65,Gama,687.73,0.1509,11.827,0.758,0.9989,5.35,58.3,0.0
2301950,Barreira,CE,65,Gumbel,609.31,0.1702,11.827,0.758,0.9989,5.17,52.0,0.0
2302107,Baturité,CE,65,Weibull,699.49,0.1119,11.827,0.758,0.9989,4.54,54.6,0.0
2302909,Capistrano,CE,65,GEV,578.38,0.1442,11.827,0.758,0.9989,4.36,47.9,0.0
2305100,Guaramiranga,CE,65,Weibull,707.6,0.1343,11.827,0.758,0.9988,5.09,58.0,0.0
2306504,Itapiúna,CE,65,GEV,610.92,0.1125,11.827,0.758,0.9989,3.98,48.7,0.0
2309102,Mulungu,CE,65,Gumbel,715.53,0.1665,11.827,0.758,0.999,5.98,61.2,0.0
2309458,Ocara,CE,65,Gumbel,595.87,0.1663,11.827,0.758,0.999,4.97,51.1,0.0
2309805,Pacoti,CE,65,Gama,708.83,0.1272,11.827,0.758,0.999,4.95,57.5,0.0
2311603,Redenção,CE,65,Weibull,688.29,0.1371,11.827,0.758,0.9988,5.01,56.4,0.0
2302404,Boa Viagem,CE,65,Log-Normal,510.2,0.1406,11.827,0.758,0.9989,3.78,41.3,0.0
2307635,Madalena,CE,65,Gama,484.5,0.1596,11.827,0.758,0.9988,3.91,41.0,0.0
2301257,Ararendá,CE,65,GEV,614.05,0.1372,11.827,0.758,0.9987,4.47,49.3,0.0
2304103,Crateús,CE,65,Log-Normal,725.75,0.1375,11.827,0.758,0.9988,5.3,57.4,0.0
2305605,Independência,CE,65,Weibull,601.66,0.1397,11.827,0.758,0.9985,4.42,45.8,0.0
2305654,Ipaporanga,CE,65,Normal,647.72,0.1038,11.827,0.758,0.9989,4.06,49.4,0.0
2308609,Monsenhor Tabosa,CE,65,Weibull,528.73,0.1706,11.827,0.758,0.9986,4.48,44.6,0.0
2309300,Nova Russas,CE,65,Gumbel,647.75,0.1634,11.827,0.758,0.999,5.34,55.5,0.0
2309409,Novo Oriente,CE,65,Gumbel,620.49,0.173,11.827,0.758,0.9989,5.34,53.4,0.0
2311264,Quiterianópolis,CE,65,Weibull,604.33,0.1694,11.827,0.758,0.9984,5.08,50.2,0.0
2313203,Tamboril,CE,65,Gumbel,536.96,0.1785,11.827,0.758,0.9988,4.73,46.1,0.0
2300309,Acopiara,CE,65,GEV,560.27,0.1888,11.827,0.758,0.9992,5.21,51.5,0.0
2303600,Catarina,CE,65,Gumbel,541.24,0.1696,11.827,0.758,0.9989,4.58,46.5,0.0
2308500,Mombaça,CE,65,Log-Normal,562.54,0.1549,11.827,0.758,0.999,4.46,48.0,0.0
2310902,Piquet Carneiro,CE,65,Weibull,626.43,0.1794,11.827,0.758,0.9985,5.52,53.9,0.0
2311900,Saboeiro,CE,65,Gama,555.08,0.1784,11.827,0.758,0.9987,4.88,47.8,0.0
2300408,Aiuaba,CE,65,Weibull,607.45,0.1373,11.827,0.758,0.9986,4.42,48.0,0.0
2301851,Banabuiú,CE,65,Log-Normal,601.64,0.1201,11.827,0.758,0.9989,4.06,47.3,0.0
2303931,Choró,CE,65,Weibull,524.47,0.1268,11.827,0.758,0.999,3.65,43.3,0.0
2304269,Deputado Irapuan Pinheiro,CE,65,Gumbel,642.98,0.1579,11.827,0.758,0.9991,5.17,55.7,0.0
2305266,Ibaretama,CE,65,Log-Normal,515.28,0.1978,11.827,0.758,0.999,4.97,46.4,0.0
2308351,Milhã,CE,65,Weibull,667.9,0.1747,11.827,0.758,0.9986,5.76,57.3,0.0
2310506,Pedra Branca,CE,65,GEV,469.78,0.218,11.827,0.758,0.9992,5.0,44.5,0.0
2311306,Quixadá,CE,65,Gama,540.57,0.1448,11.827,0.758,0.999,4.09,45.6,0.0
2311405,Quixeramobim,CE,65,GEV,646.56,0.135,11.827,0.758,0.9989,4.67,52.9,0.0
2312700,Senador Pompeu,CE,65,GEV,695.12,0.1601,11.827,0.758,0.9989,5.64,59.1,0.0
2313005,Solonópole,CE,65,GEV,603.28,0.1715,11.827,0.758,0.9992,5.18,54.0,0.0
2301505,Arneiroz,CE,65,Log-Normal,506.35,0.2112,11.827,0.758,0.9989,5.19,46.4,0.0
2310308,Parambu,CE,65,GEV,567.56,0.177,11.827,0.758,0.9988,4.97,48.5,0.0
2313302,Tauá,CE,65,GEV,515.14,0.2431,11.827,0.758,0.9992,6.15,50.2,0.0
2300101,Abaiara,CE,65,Gama,800.63,0.1136,11.827,0.758,0.9991,5.26,65.5,0.0
2302008,Barro,CE,65,Log-Normal,650.53,0.1717,11.827,0.758,0.999,5.57,56.8,0.0
2302503,Brejo Santo,CE,65,GEV,642.46,0.1893,11.827,0.758,0.9992,5.99,58.7,0.0
2307205,Jati,CE,65,Weibull,701.74,0.1849,11.827,0.758,0.9984,6.34,60.6,0.0
2308104,Mauriti,CE,65,GEV,639.9,0.138,11.827,0.758,0.999,4.69,53.6,0.0
2308302,Milagres,CE,65,Log-Normal,704.14,0.1587,11.827,0.758,0.9991,5.69,61.1,0.0
2310605,Penaforte,CE,65,Gumbel,656.1,0.159,11.827,0.758,0.999,5.3,56.4,0.0
2311108,Porteiras,CE,65,Gumbel,737.54,0.1579,11.827,0.758,0.9991,5.93,63.9,0.0
2300606,Altaneira,CE,65,Gumbel,695.56,0.1515,11.827,0.758,0.9991,5.44,59.8,0.0
2301307,Araripe,CE,65,GEV,551.89,0.1575,11.827,0.758,0.9989,4.42,46.8,0.0
2301604,Assaré,CE,65,Gumbel,602.46,0.1594,11.827,0.758,0.999,4.88,51.6,0.0
2301703,Aurora,CE,65,GEV,724.85,0.1074,11.827,0.758,0.999,4.62,58.1,0.0
2301901,Barbalha,CE,65,Gumbel,829.0,0.1444,11.827,0.758,0.9992,6.28,71.9,0.0
2302701,Campos Sales,CE,65,Gama,544.37,0.1738,11.827,0.758,0.9987,4.69,46.7,0.0
2303204,Caririaçu,CE,65,Gama,698.65,0.1591,11.827,0.758,0.999,5.64,61.3,0.0
2304202,Crato,CE,65,Log-Normal,803.08,0.1608,11.827,0.758,0.9992,6.56,71.3,0.0
2304301,Farias Brito,CE,65,GEV,646.63,0.1577,11.827,0.758,0.9991,5.2,56.2,0.0
2304806,Granjeiro,CE,65,Weibull,788.95,0.1524,11.827,0.758,0.9988,6.16,66.4,0.0
2307106,Jardim,CE,65,Gama,751.34,0.101,11.827,0.758,0.9992,4.66,61.2,0.0
2307304,Juazeiro do Norte,CE,65,Gama,778.23,0.1387,11.827,0.758,0.999,5.72,64.8,0.0
2308401,Missão Velha,CE,65,GEV,807.59,0.0988,11.827,0.758,0.9991,4.95,65.3,0.0
2309201,Nova Olinda,CE,65,GEV,692.28,0.1701,11.827,0.758,0.9991,5.9,61.4,0.0
2311207,Potengi,CE,65,GEV,542.18,0.1774,11.827,0.758,0.999,4.77,47.4,0.0
2311959,Salitre,CE,65,Gama,535.84,0.1581,11.827,0.758,0.9989,4.3,45.6,0.0
2312106,Santana do Cariri,CE,65,GEV,675.58,0.1298,11.827,0.758,0.999,4.77,55.8,0.0
5300108,Brasília,DF,65,Weibull,634.28,0.1345,11.827,0.758,0.9989,4.57,53.1,0.0
3200102,Afonso Cláudio,ES,65,Weibull,639.06,0.1307,11.827,0.758,0.9989,4.52,52.7,0.0
3201159,Brejetuba,ES,65,GEV,635.68,0.1152,11.827,0.758,0.9991,4.21,52.7,0.0
3201704,Conceição do Castelo,ES,65,Gama,680.45,0.1379,11.827,0.758,0.9991,5.0,58.6,0.0
3201902,Domingos Martins,ES,65,Weibull,644.92,0.1565,11.827,0.758,0.9991,5.16,58.0,0.0
3202900,Itarana,ES,65,Log-Normal,655.81,0.1825,11.827,0.758,0.999,5.9,57.6,0.0
3203163,Laranja da Terra,ES,65,Weibull,654.83,0.102,11.827,0.758,0.999,4.07,51.1,0.0
3203346,Marechal Floriano,ES,65,Weibull,758.49,0.1265,11.827,0.758,0.999,5.28,63.0,0.0
3204500,Santa Leopoldina,ES,65,Normal,889.96,0.0962,11.827,0.758,0.999,5.39,68.6,0.0
3204559,Santa Maria de Jetibá,ES,65,Weibull,649.13,0.1705,11.827,0.758,0.9986,5.5,56.0,0.0
3204609,Santa Teresa,ES,65,Weibull,748.04,0.1803,11.827,0.758,0.9985,6.62,64.7,0.0
3205069,Venda Nova do Imigrante,ES,65,Gumbel,639.0,0.1518,11.827,0.758,0.9991,5.0,55.6,0.0
3202603,Iconha,ES,65,Weibull,871.5,0.1556,11.827,0.758,0.9986,6.9,72.3,0.0
3204401,Rio Novo do Sul,ES,65,Gumbel,835.75,0.1641,11.827,0.758,0.999,6.91,72.3,0.0
3202702,Itaguaçu,ES,65,Log-Normal,711.61,0.1395,11.827,0.758,0.999,5.25,58.3,0.0
3204955,São Roque do Canaã,ES,65,Gama,757.48,0.146,11.827,0.758,0.9989,5.75,62.8,0.0
3200300,Alfredo Chaves,ES,65,GEV,804.94,0.1964,11.827,0.758,0.9993,7.77,75.6,0.0
3200409,Anchieta,ES,65,GEV,859.96,0.1468,11.827,0.758,0.9992,6.59,75.0,0.0
3201308,Cariacica,ES,65,Gumbel,832.51,0.1682,11.827,0.758,0.9989,7.01,71.3,0.0
3202405,Guarapari,ES,65,GEV,774.55,0.1563,11.827,0.758,0.999,6.18,66.7,0.0
3204203,Piúma,ES,65,GEV,743.04,0.1984,11.827,0.758,0.9993,7.23,69.5,0.0
3205002,Serra,ES,65,Normal,900.17,0.1145,11.827,0.758,0.9988,5.91,67.4,0.0
3205101,Viana,ES,65,Weibull,828.71,0.1688,11.827,0.758,0.9986,6.97,70.5,0.0
3205200,Vila Velha,ES,65,GEV,840.29,0.1786,11.827,0.758,0.9989,7.42,72.6,0.0
3200607,Aracruz,ES,65,GEV,724.84,0.1943,11.827,0.758,0.999,6.89,64.8,0.0
3202504,Ibiraçu,ES,65,GEV,898.06,0.1313,11.827,0.758,0.9989,6.37,73.0,0.0
3203130,João Neiva,ES,65,GEV,837.22,0.1454,11.827,0.758,0.999,6.35,70.2,0.0
3203205,Linhares,ES,65,GEV,671.52,0.2151,11.827,0.758,0.999,7.02,61.6,0.0
3204351,Rio Bananal,ES,65,GEV,754.84,0.1627,11.827,0.758,0.9989,6.2,64.3,0.0
3205010,Sooretama,ES,65,GEV,704.36,0.1561,11.827,0.758,0.9989,5.6,59.1,0.0
3201605,Conceição da Barra,ES,65,GEV,663.89,0.1783,11.827,0.758,0.9992,5.88,59.5,0.0
3203056,Jaguaré,ES,65,GEV,701.28,0.1441,11.827,0.758,0.9989,5.28,57.8,0.0
3203502,Montanha,ES,65,Gama,687.45,0.1272,11.827,0.758,0.999,4.8,56.6,0.0
3203601,Mucurici,ES,65,Gama,724.69,0.1197,11.827,0.758,0.9991,4.89,59.6,0.0
3204054,Pedro Canário,ES,65,Gumbel,644.74,0.1539,11.827,0.758,0.9991,5.1,55.8,0.0
3204104,Pinheiros,ES,65,Gumbel,651.2,0.1486,11.827,0.758,0.9991,5.03,56.5,0.0
3204252,Ponto Belo,ES,65,Log-Normal,721.57,0.1679,11.827,0.758,0.999,6.07,62.3,0.0
3204906,São Mateus,ES,65,GEV,703.39,0.1438,11.827,0.758,0.9989,5.29,58.7,0.0
3202207,Fundão,ES,65,GEV,835.72,0.1403,11.827,0.758,0.9989,6.18,68.7,0.0
